"user_name","user_birth_date","user_birth_city","seller","seller_address","transaction_amount","transaction_date"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","157,66","2022-11-01"
"Tullio Majorana","1991-12-04","Giralba","Sgalambro, Tencalla e Condoleo e figli","Vicolo Tomei, 698 Piano 4 02030, Collelungo (RI)","158,72","2022-10-17"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","154,22","2022-11-11"
"Maria Marazzi","1992-06-18","Melle","Parmitano Group","Rotonda Surian, 57 Appartamento 69 22025, Lezzeno (CO)","108,59","2022-10-16"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","104,18","2022-10-29"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","146,67","2022-11-10"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","249,39","2022-10-16"
"Vittorio Gentili","1992-04-27","Sommati","Odescalchi Group","Borgo Gianmarco, 539 16049, Amborzasco (GE)","10,89","2022-11-01"
"Luciano Castiglione","1993-06-07","Baricella","Ziani e figli","Via Milena, 413 Appartamento 39 13891, Camburzano (BI)","123,9","2022-10-13"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Panicucci-Abbagnale e figli","Incrocio Arsenio, 6 Piano 8 30171, Mestre (VE)","32,10","2022-11-04"
"Diana Maffei","1995-12-06","Peschici","Alboni-Boccioni SPA","Stretto Rapisardi, 18 12089, Villanova Mondovi' (CN)","241,57","2022-10-30"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","7,64","2022-11-02"
"Vittorio Gentili","1992-04-27","Sommati","Ferrazzi-Gaiatto SPA","Strada Dulbecco, 54 Piano 9 25011, Calcinato (BS)","122,37","2022-10-27"
"Marta Coppola","1984-03-04","Albese Con Cassano","Oscuro SPA","Incrocio Morandi, 3 Appartamento 84 76123, Andria (BT)","32,64","2022-11-05"
"Maria Marazzi","1992-06-18","Melle","Palazzo Group","Viale Iannucci, 926 32020, Avoscan (BL)","210,85","2022-10-27"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","107,25","2022-10-30"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","20,83","2022-10-21"
"Diana Maffei","1995-12-06","Peschici","Bataglia SPA","Vicolo Zacco, 15 Piano 1 88824, Belvedere Di Spinello (KR)","25,66","2022-10-23"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","61,82","2022-11-06"
"Vittorio Gentili","1992-04-27","Sommati","Ferrazzi-Gaiatto SPA","Strada Dulbecco, 54 Piano 9 25011, Calcinato (BS)","183,3","2022-11-05"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","184,69","2022-10-18"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","219,72","2022-11-03"
"Mirko Malatesta","2000-02-10","Santorso","Napolitano, Udinesi e Panicucci Group","Viale Montanari, 0 Appartamento 88 60022, Acquaviva Villa Musone (AN)","166,88","2022-11-08"
"Maria Marazzi","1992-06-18","Melle","Morpurgo, Ferrucci e Agostinelli SPA","Incrocio Cipolla, 599 20842, Besana In Brianza (MB)","10,56","2022-10-24"
"Vittorio Gentili","1992-04-27","Sommati","Jacuzzi-Ariosto e figli","Viale Rodolfo, 40 Appartamento 29 87010, Frascineto (CS)","124,88","2022-11-01"
"Diana Maffei","1995-12-06","Peschici","Ramazzotti, Polani e Pozzecco e figli","Contrada Morena, 211 Appartamento 78 58014, Manciano (GR)","224,61","2022-10-26"
"Tullio Majorana","1991-12-04","Giralba","Sgalambro, Tencalla e Condoleo e figli","Vicolo Tomei, 698 Piano 4 02030, Collelungo (RI)","156,53","2022-11-01"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","239,7","2022-10-28"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","76,77","2022-10-14"
"Maria Marazzi","1992-06-18","Melle","Pisani s.r.l.","Piazza Cianciolo, 7 Piano 7 81053, Riardo (CE)","179,34","2022-10-13"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Tornatore, Condoleo e Garzoni SPA","Contrada Tiziana, 242 Appartamento 3 01027, Zepponami (VT)","48,37","2022-10-28"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cendron, Morellato e Modiano s.r.l.","Stretto Traversa, 676 67057, Pescina (AQ)","137,55","2022-10-16"
"Luciano Castiglione","1993-06-07","Baricella","Ziani e figli","Via Milena, 413 Appartamento 39 13891, Camburzano (BI)","38,49","2022-10-14"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Tornatore, Condoleo e Garzoni SPA","Contrada Tiziana, 242 Appartamento 3 01027, Zepponami (VT)","73,82","2022-11-08"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","196,4","2022-10-28"
"Luciano Castiglione","1993-06-07","Baricella","Giovine SPA","Borgo Gabba, 443 Piano 7 74014, Laterza (TA)","93,80","2022-11-07"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Maderna-Riccardi Group","Strada Lidia, 4 46040, Gazoldo Degli Ippoliti (MN)","50,42","2022-10-29"
"Maria Marazzi","1992-06-18","Melle","Morpurgo, Ferrucci e Agostinelli SPA","Incrocio Cipolla, 599 20842, Besana In Brianza (MB)","53,24","2022-11-04"
"Diana Maffei","1995-12-06","Peschici","Bataglia SPA","Vicolo Zacco, 15 Piano 1 88824, Belvedere Di Spinello (KR)","155,100","2022-10-20"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","181,73","2022-10-26"
"Mirko Malatesta","2000-02-10","Santorso","Napolitano, Udinesi e Panicucci Group","Viale Montanari, 0 Appartamento 88 60022, Acquaviva Villa Musone (AN)","137,41","2022-11-03"
"Luciano Castiglione","1993-06-07","Baricella","Salvo, Gabbana e Oscuro SPA","Canale Mercedes, 0 Piano 0 25089, Bostone (BS)","15,30","2022-10-31"
"Maria Marazzi","1992-06-18","Melle","Parmitano Group","Rotonda Surian, 57 Appartamento 69 22025, Lezzeno (CO)","235,16","2022-11-02"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","160,22","2022-10-21"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","71,31","2022-10-20"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","139,45","2022-10-31"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","121,43","2022-10-25"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","130,47","2022-10-16"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","148,23","2022-10-25"
"Marta Coppola","1984-03-04","Albese Con Cassano","Sinisi s.r.l.","Strada Sagredo, 58 Appartamento 29 05039, Stroncone (TR)","5,50","2022-11-07"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","214,75","2022-11-08"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","40,6","2022-11-10"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","94,66","2022-11-02"
"Marta Coppola","1984-03-04","Albese Con Cassano","Sinisi s.r.l.","Strada Sagredo, 58 Appartamento 29 05039, Stroncone (TR)","201,53","2022-10-16"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","86,78","2022-10-27"
"Luciano Castiglione","1993-06-07","Baricella","Salvo, Gabbana e Oscuro SPA","Canale Mercedes, 0 Piano 0 25089, Bostone (BS)","12,19","2022-10-18"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","166,33","2022-10-26"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","44,66","2022-10-27"
"Mirko Malatesta","2000-02-10","Santorso","Cannizzaro-Barberini Group","Viale Sole, 94 Appartamento 13 23893, Cassago Brianza (LC)","129,81","2022-10-31"
"Maria Marazzi","1992-06-18","Melle","Palazzo Group","Viale Iannucci, 926 32020, Avoscan (BL)","215,8","2022-10-21"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Maderna-Riccardi Group","Strada Lidia, 4 46040, Gazoldo Degli Ippoliti (MN)","97,90","2022-10-21"
"Tullio Majorana","1991-12-04","Giralba","Stoppani Group","Vicolo Pietrangeli, 84 Piano 0 90037, Piana Degli Albanesi (PA)","195,69","2022-11-03"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Scamarcio-Bernini s.r.l.","Strada Carlo, 77 05039, Stroncone (TR)","135,28","2022-10-24"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","36,18","2022-10-15"
"Maria Marazzi","1992-06-18","Melle","Parmitano Group","Rotonda Surian, 57 Appartamento 69 22025, Lezzeno (CO)","43,30","2022-11-05"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gianetti s.r.l.","Contrada Briccialdi, 894 55022, Casabasciana (LU)","221,20","2022-11-03"
"Luciano Castiglione","1993-06-07","Baricella","Callegaro, Gottardi e Montalti SPA","Stretto Dossi, 78 46020, Schivenoglia (MN)","233,72","2022-10-13"
"Luciano Castiglione","1993-06-07","Baricella","Marazzi-Mondadori SPA","Vicolo Sollima, 6 Appartamento 11 20847, Albiate (MB)","96,8","2022-11-01"
"Diana Maffei","1995-12-06","Peschici","Sagese, Canali e Favata Group","Via Balotelli, 42 Appartamento 8 20017, Lucernate (MI)","118,40","2022-10-21"
"Maria Marazzi","1992-06-18","Melle","Morpurgo, Ferrucci e Agostinelli SPA","Incrocio Cipolla, 599 20842, Besana In Brianza (MB)","80,25","2022-10-19"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Borsiere SPA","Canale Alessandra, 93 71041, Carapelle (FG)","96,86","2022-10-19"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","210,41","2022-11-07"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","94,79","2022-11-06"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","92,36","2022-10-28"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Manacorda Group","Borgo Catenazzi, 33 Appartamento 65 44037, Jolanda Di Savoia (FE)","178,10","2022-10-17"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Belletini-Gregorio SPA","Incrocio Ginese, 68 89064, Saline Ioniche (RC)","155,95","2022-10-18"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Panicucci-Abbagnale e figli","Incrocio Arsenio, 6 Piano 8 30171, Mestre (VE)","71,11","2022-10-18"
"Tullio Majorana","1991-12-04","Giralba","Stoppani Group","Vicolo Pietrangeli, 84 Piano 0 90037, Piana Degli Albanesi (PA)","228,74","2022-10-30"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","202,66","2022-10-21"
"Vittorio Gentili","1992-04-27","Sommati","Tresoldi-Tebaldi e figli","Vicolo Gino, 13 Piano 7 84070, Salento (SA)","222,99","2022-11-10"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","111,88","2022-11-08"
"Luciano Castiglione","1993-06-07","Baricella","Ariosto-Gori s.r.l.","Rotonda Chiara, 71 21010, Porto Valtravaglia (VA)","216,86","2022-10-30"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","135,59","2022-10-18"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","230,75","2022-10-21"
"Tullio Majorana","1991-12-04","Giralba","Sgalambro, Tencalla e Condoleo e figli","Vicolo Tomei, 698 Piano 4 02030, Collelungo (RI)","8,66","2022-11-08"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","140,32","2022-10-30"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Barracco-Anguissola s.r.l.","Borgo Ilaria, 61 Piano 9 84051, Centola (SA)","23,67","2022-10-28"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","206,36","2022-10-13"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","111,2","2022-10-24"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","205,71","2022-10-20"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","117,52","2022-10-13"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","249,35","2022-11-10"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","6,83","2022-10-27"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","21,36","2022-10-30"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","177,88","2022-10-15"
"Tullio Majorana","1991-12-04","Giralba","Marcacci, Toso e Crespi SPA","Rotonda Sobrero, 65 Piano 5 98026, Nizza Di Sicilia (ME)","169,21","2022-10-22"
"Maria Marazzi","1992-06-18","Melle","Pisani s.r.l.","Piazza Cianciolo, 7 Piano 7 81053, Riardo (CE)","139,5","2022-10-15"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","41,46","2022-11-03"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","125,81","2022-10-21"
"Mirko Malatesta","2000-02-10","Santorso","Guglielmi SPA","Vicolo Lina, 99 Appartamento 9 72014, Caranna (BR)","4,72","2022-10-19"
"Tullio Majorana","1991-12-04","Giralba","Marcacci, Toso e Crespi SPA","Rotonda Sobrero, 65 Piano 5 98026, Nizza Di Sicilia (ME)","122,31","2022-11-11"
"Vittorio Gentili","1992-04-27","Sommati","Aloisio s.r.l.","Vicolo Camilleri, 82 Appartamento 6 23814, Maggio (LC)","131,57","2022-10-19"
"Maria Marazzi","1992-06-18","Melle","Palazzo Group","Viale Iannucci, 926 32020, Avoscan (BL)","137,29","2022-11-02"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Battaglia, Tamburini e Bersani s.r.l.","Canale Giannuzzi, 60 21061, Maccagno (VA)","107,37","2022-10-22"
"Diana Maffei","1995-12-06","Peschici","Ramazzotti, Polani e Pozzecco e figli","Contrada Morena, 211 Appartamento 78 58014, Manciano (GR)","25,98","2022-10-15"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","87,44","2022-11-06"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Maderna-Riccardi Group","Strada Lidia, 4 46040, Gazoldo Degli Ippoliti (MN)","41,80","2022-11-07"
"Marta Coppola","1984-03-04","Albese Con Cassano","Chiesa-Piccinni e figli","Borgo Gloria, 4 23871, Lomagna (LC)","106,36","2022-11-08"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","213,5","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","1,42","2022-10-28"
"Luciano Castiglione","1993-06-07","Baricella","Salvo, Gabbana e Oscuro SPA","Canale Mercedes, 0 Piano 0 25089, Bostone (BS)","179,19","2022-10-26"
"Mirko Malatesta","2000-02-10","Santorso","Napolitano, Udinesi e Panicucci Group","Viale Montanari, 0 Appartamento 88 60022, Acquaviva Villa Musone (AN)","46,48","2022-11-04"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","91,51","2022-11-06"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gianetti s.r.l.","Contrada Briccialdi, 894 55022, Casabasciana (LU)","59,32","2022-10-19"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","209,22","2022-11-09"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","190,93","2022-10-30"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","42,1","2022-10-25"
"Diana Maffei","1995-12-06","Peschici","Alboni-Boccioni SPA","Stretto Rapisardi, 18 12089, Villanova Mondovi' (CN)","228,15","2022-10-25"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Panicucci-Abbagnale e figli","Incrocio Arsenio, 6 Piano 8 30171, Mestre (VE)","192,94","2022-11-11"
"Tullio Majorana","1991-12-04","Giralba","Antonello, Telesio e Pavarotti e figli","Canale Fiorenzo, 718 Piano 2 83050, San Nicola Baronia (AV)","197,99","2022-10-13"
"Vittorio Gentili","1992-04-27","Sommati","Aloisio s.r.l.","Vicolo Camilleri, 82 Appartamento 6 23814, Maggio (LC)","107,40","2022-10-23"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","107,18","2022-10-27"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","33,23","2022-10-17"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ioppi, Baggio e Trentin e figli","Vicolo Donatella, 710 Piano 4 25031, Capriolo (BS)","173,77","2022-10-14"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","87,75","2022-10-24"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","16,22","2022-10-15"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Puccini-Morabito SPA","Vicolo Boccioni, 27 Appartamento 5 63087, Comunanza (AP)","64,31","2022-11-08"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gucci, Garibaldi e Celentano s.r.l.","Contrada Margherita, 949 Appartamento 88 70121, Bari (BA)","130,30","2022-11-11"
"Maria Marazzi","1992-06-18","Melle","Paolucci e figli","Via Alessandro, 10 Appartamento 9 02048, Stimigliano Stazione (RI)","35,12","2022-10-21"
"Marta Coppola","1984-03-04","Albese Con Cassano","Oscuro SPA","Incrocio Morandi, 3 Appartamento 84 76123, Andria (BT)","175,23","2022-11-02"
"Vittorio Gentili","1992-04-27","Sommati","Aloisio s.r.l.","Vicolo Camilleri, 82 Appartamento 6 23814, Maggio (LC)","186,7","2022-10-13"
"Marta Coppola","1984-03-04","Albese Con Cassano","Oscuro SPA","Incrocio Morandi, 3 Appartamento 84 76123, Andria (BT)","194,4","2022-11-07"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","79,96","2022-11-09"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","239,69","2022-10-17"
"Diana Maffei","1995-12-06","Peschici","Sforza-Ferrata SPA","Stretto Cafarchia, 3 Piano 7 30035, Mirano (VE)","184,14","2022-10-31"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","203,96","2022-11-06"
"Mirko Malatesta","2000-02-10","Santorso","Cannizzaro-Barberini Group","Viale Sole, 94 Appartamento 13 23893, Cassago Brianza (LC)","61,15","2022-11-10"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Barracco-Anguissola s.r.l.","Borgo Ilaria, 61 Piano 9 84051, Centola (SA)","85,83","2022-11-10"
"Tullio Majorana","1991-12-04","Giralba","Sgalambro, Tencalla e Condoleo e figli","Vicolo Tomei, 698 Piano 4 02030, Collelungo (RI)","205,1","2022-10-18"
"Tullio Majorana","1991-12-04","Giralba","Antonello, Telesio e Pavarotti e figli","Canale Fiorenzo, 718 Piano 2 83050, San Nicola Baronia (AV)","28,53","2022-10-21"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","201,21","2022-10-17"
"Maria Marazzi","1992-06-18","Melle","Stefanelli-Tebaldi e figli","Vicolo Abate, 3 Appartamento 4 47832, San Clemente (RN)","184,51","2022-10-20"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","173,28","2022-11-01"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cicala SPA","Borgo Borzomì, 31 Piano 9 02023, Sant'Ippolito (RI)","34,67","2022-10-29"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","142,55","2022-10-25"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","236,87","2022-10-13"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ioppi, Baggio e Trentin e figli","Vicolo Donatella, 710 Piano 4 25031, Capriolo (BS)","84,67","2022-10-27"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","203,67","2022-10-24"
"Mirko Malatesta","2000-02-10","Santorso","Cannizzaro-Barberini Group","Viale Sole, 94 Appartamento 13 23893, Cassago Brianza (LC)","171,21","2022-10-18"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","175,91","2022-11-08"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","72,9","2022-11-10"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","186,100","2022-11-06"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","79,27","2022-11-03"
"Maria Marazzi","1992-06-18","Melle","Paolucci e figli","Via Alessandro, 10 Appartamento 9 02048, Stimigliano Stazione (RI)","112,4","2022-10-28"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","206,56","2022-10-16"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","10,85","2022-11-01"
"Diana Maffei","1995-12-06","Peschici","Sforza-Ferrata SPA","Stretto Cafarchia, 3 Piano 7 30035, Mirano (VE)","114,82","2022-11-01"
"Diana Maffei","1995-12-06","Peschici","Finotto, Ajello e Cerutti s.r.l.","Borgo Azeglio, 31 26817, San Martino In Strada (LO)","175,54","2022-10-23"
"Diana Maffei","1995-12-06","Peschici","Bataglia SPA","Vicolo Zacco, 15 Piano 1 88824, Belvedere Di Spinello (KR)","96,83","2022-10-21"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","117,27","2022-10-14"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cendron, Morellato e Modiano s.r.l.","Stretto Traversa, 676 67057, Pescina (AQ)","6,52","2022-11-04"
